id,name,power,accuracy,pp,type_id,effect_chance,damage_class,effect,flavor_text
192,Zap Cannon,120,50,5,13,100,2,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.,An attack that always paralyzes.
117,Bide,,,10,1,,1,"User waits for two turns.  On the second turn, the user inflicts twice the damage it accumulated on the last Pokémon to hit it.  Damage inflicted is typeless.  This move cannot be selected by sleep talk.",Waits 2-3 turns & hits back double.
445,Captivate,,100,20,1,,3,"Lowers the target’s Special Attack by two stages.  If the user and target are the same gender, or either is genderless, this move will fail.","If it is the opposite gender of the user, the foe is charmed into sharply lowering its Sp. Atk stat."
181,Powder Snow,40,100,25,15,10,2,Inflicts regular damage.  Has a $effect_chance% chance to freeze the target.,An attack that may cause freezing.
865,Triple Dive,30,95,10,11,,1,,"The user performs a perfectly timed triple dive, hitting the target with splashes of water three times in a row."
715,Tearful Look,,,20,1,100,3,Lowers the target’s Attack and Special Attack by one stage each.,The user gets teary eyed to make the target lose its combative spirit. This lowers the target’s Attack and Sp. Atk stats.
549,Glaciate,65,95,10,15,100,2,Inflicts regular damage.  Lowers the target’s Speed by one stage.,The user attacks by blowing freezing cold air at opposing Pokémon. This attack reduces the targets’ Speed stat.
266,Follow Me,,,20,1,,3,"Until the end of this turn, any moves that opposing Pokémon target solely at the user’s ally will instead target the user.  If both Pokémon on the same side of the field use this move on the same turn, the Pokémon that uses it last will become the target.  This effect takes priority over lightning rod and storm drain.  If the user’s ally switches out, opposing Pokémon may still hit it with pursuit.  This move cannot be selected by assist or metronome.",Draws attention to make foes attack only the user.
572,Petal Blizzard,90,100,15,12,,1,Inflicts regular damage.,The user stirs up a violent petal blizzard and attacks everything around it.
363,Natural Gift,,100,15,1,,1,"Inflicts regular damage.  Power and type are determined by the user’s held berry.  The berry is consumed.  If the user is not holding a berry, this move will fail.",The user draws power to attack by using its held Berry. The Berry determines its type and power.
395,Force Palm,60,100,10,2,30,1,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.,The foe is attacked with a shock wave. It may also leave the target paralyzed.
661,Baneful Bunker,,,10,4,,3,"Grants the user protection for the rest of the turn.  If a Pokémon attempts to use a move that makes contact with the user, that Pokémon will be poisoned.  This move’s chance of success halves every time it’s used consecutively with any other protection move.","In addition to protecting the user from attacks, this move also poisons any attacker that makes direct contact."
261,Will O Wisp,,85,15,10,,3,Burns the target.,Inflicts a burn on the foe with intense fire.
120,Self Destruct,200,100,5,1,,1,"User faints, even if the attack fails or misses.  Inflicts regular damage.",Powerful but makes the user faint.
375,Psycho Shift,,100,10,14,,3,"If the user has a major status effect and the target does not, the user’s status is transferred to the target.","Using its psychic power of suggestion, the user transfers its status problems to the target."
233,Vital Throw,70,,10,2,,1,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,A 2nd-strike move that never misses.
88,Rock Throw,50,90,15,6,,1,Inflicts regular damage.,Drops rocks on the enemy.
847,Wildbolt Storm,100,80,10,13,,2,,The user summons a thunderous tempest and savagely attacks with lightning and wind. This may also leave the target with paralysis.
179,Reversal,,100,15,2,,1,Inflicts regular damage.  Power varies inversely with the user’s proportional remaining HP.  64 * current HP / max HP | Power -----------------------: | ----:  0– 1                    |  200  2– 5                    |  150  6–12                    |  100 13–21                    |   80 22–42                    |   40 43–64                    |   20 ,Stronger if the user's HP is low.
399,Dark Pulse,80,100,15,17,20,2,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,The user releases a horrible aura imbued with dark thoughts. It may also make the target flinch.
500,Stored Power,20,100,10,14,,2,"Inflicts regular damage.  Power is increased by 100% its original value for every stage any of the user’s stats have been raised.  Accuracy, evasion, and lowered stats do not affect this move’s power.  For a Pokémon with all five stats modified to +6, this move’s power is 31×.","The user attacks the target with stored power. The more the user’s stats are raised, the greater the damage."
279,Revenge,60,100,10,2,,1,"Inflicts regular damage.  If the target damaged the user this turn and was the last to do so, this move has double power.  pain split does not count as damaging the user.",An attack that gains power if injured by the foe.
687,Core Enforcer,100,100,10,16,,2,"Inflicts regular damage.  If the target has already moved this turn, its ability is nullified.","If the Pokémon the user has inflicted damage on have already used their moves, this move eliminates the effect of the target’s Ability."
908,Burning Bulwark,0,0,10,10,,3,,The user's intensely hot fur protects it from attacks and also burns any attacker that makes direct contact with it.
453,Aqua Jet,40,100,20,11,,1,Inflicts regular damage.,The user lunges at the foe at a speed that makes it almost invisible. It is sure to strike first.
601,Geomancy,,,10,18,,3,"Takes one turn to charge, then raises the user’s Special Attack, Special Defense, and Speed by two stages.","The user absorbs energy and sharply raises its Sp. Atk, Sp. Def, and Speed stats on the next turn."
47,Sing,,55,15,1,,3,Puts the target to sleep.,May cause the foe to fall asleep.
384,Power Swap,,,10,14,,3,User swaps its Attack and Special Attack stat modifiers modifiers with the target.,The user employs its psychic power to switch changes to its Attack and Sp. Atk with the foe.
403,Air Slash,75,95,15,3,30,2,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,The user attacks with a blade of air that slices even the sky. It may also make the target flinch.
136,High Jump Kick,130,90,10,2,,1,"Inflicts regular damage. If this move misses, is blocked by protect or detect, or has no effect, the user takes damage equal to half of its max HP rounded down.  This move cannot be used while gravity is in effect.",May miss and hurt the user.
579,Flower Shield,,,10,18,100,3,Raises the Defense of all grass Pokémon in battle.,The user raises the Defense stat of all Grass-type Pokémon in battle with a mysterious power.
458,Double Hit,35,90,10,1,,1,Inflicts regular damage.  Hits twice in one turn.,"The user slams the foe with a tail, etc. The target is hit twice in a row. "
912,Hard Press,0,100,10,9,,1,,"The target is crushed with an arm, a claw, or the like to inflict damage. The more HP the target has left, the greater the move's power."
50,Disable,,100,20,1,,3,"Disables the target’s last used move, preventing its use for 4–7 turns, selected at random, or until the target leaves the field.  If the target hasn’t used a move since entering the field, if it tried to use a move this turn and failed,  if its last used move has 0 PP remaining, or if it already has a move disabled, this move will fail.",Disables the foe's most recent move.
776,Body Press,80,100,10,2,,1,,"The user attacks by slamming its body into the target. The higher the user’s Defense, the more damage it can inflict on the target."
492,Foul Play,95,100,15,17,,1,Inflicts regular damage.  Damage is calculated using the target’s attacking stat rather than the user’s.,"The user turns the target’s power against it. The higher the target’s Attack stat, the greater the damage."
54,Mist,,,30,15,,3,"Pokémon on the user’s side of the field are immune to stat-lowering effects for five turns.  guard swap, heart swap, and power swap may still be used.  defog used by an opponent will end this effect.",Prevents stat reduction.
241,Sunny Day,,,5,10,,3,"Changes the weather to sunshine for five turns, during which fire moves inflict 50% extra damage, and water moves inflict half damage.  If the user is holding heat rock, this effect lasts for eight turns.  Pokémon cannot become frozen.  thunder has 50% accuracy.  solar beam skips its charge turn.  moonlight, morning sun, and synthesis heal 2/3 of the user’s max HP.  Pokémon with chlorophyll have doubled original Speed.  Pokémon with forecast become fire.  Pokémon with leaf guard are not affected by major status effects.  Pokémon with flower gift change form; every Pokémon on their side of the field have their original Attack and Special Attack increased by 50%.  Pokémon with dry skin lose 1/8 max HP at the end of each turn.  Pokémon with solar power have their original Special Attack raised by 50% but lose 1/8 their max HP at the end of each turn.",Boosts fire-type moves for 5 turns.
783,Aura Wheel,110,100,10,13,100,1,,Morpeko attacks and raises its Speed with the energy stored in its cheeks. This move’s type changes depending on the user’s form.
134,Kinesis,,80,15,14,,3,Lowers the target’s accuracy by one stage.,Reduces the foe's accuracy.
177,Aeroblast,100,95,5,3,,2,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,Has a high criti­ cal hit ratio.
792,Obstruct,,100,10,17,,3,,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession. Direct contact harshly lowers the attacker’s Defense stat.
388,Worry Seed,,100,10,12,,3,"Changes the target’s ability to insomnia.  If the target’s ability is truant or multitype, this move will fail.",A seed that causes worry is planted on the foe. It prevents sleep by making its ability Insomnia.
45,Growl,,100,40,1,,3,Lowers the target’s Attack by one stage.,Reduces the foe's ATTACK.
712,Spectral Thief,90,100,10,8,,1,"Steals the target’s stat increases, then inflicts regular damage.  Will not steal stat increases that would put any of the user’s stats at more than +6; any excess is left on the target.  Stolen increases are affected by abilities as normal.","The user hides in the target’s shadow, steals the target’s stat boosts, and then attacks."
541,Tail Slap,25,85,10,1,,1,"Inflicts regular damage.  Hits 2–5 times in one turn.  Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",The user attacks by striking the target with its hard tail. It hits the target two to five times in a row.
246,Ancient Power,60,100,5,6,10,2,Inflicts regular damage. Has a $effect_chance% chance to raise all of the user’s stats one stage.,An attack that may raise all stats.
349,Dragon Dance,,,20,16,,3,Raises the user’s Attack and Speed by one stage each.,A mystical dance that ups ATTACK and SPEED.
249,Rock Smash,40,100,15,2,50,1,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Defense by one stage.,An attack that may lower DEFENSE.
600,Powder,,100,20,7,,3,"Explodes if the target uses a fire move this turn, damaging it for 1/4 its max HP and preventing the move.",The user covers the target in a powder that explodes and damages the target if it uses a Fire-type move.
338,Frenzy Plant,150,90,5,12,,2,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.","Powerful, but leaves the user immobile the next turn."
820,Dragon Energy,150,100,5,16,,2,Inflicts regular damage.,"Converting its life-force into power, the user attacks opposing Pokémon. The lower the user’s HP, the lower the move’s power."
51,Acid,40,100,30,4,10,2,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Defense by one stage.,An attack that may lower DEFENSE.
56,Hydro Pump,110,80,5,11,,2,Inflicts regular damage.,A powerful water- type attack.
711,Prismatic Laser,160,100,10,14,,2,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",The user shoots powerful lasers using the power of a prism. The user can’t move on the next turn.
914,Alluring Voice,80,100,10,18,,2,,The user attacks the target using its angelic voice. This also confuses the target if its stats have been boosted during the turn.
22,Vine Whip,45,100,25,12,,1,Inflicts regular damage.,Whips the foe with slender vines.
489,Coil,,,20,4,,3,"Raises the user’s Attack, Defense, and accuracy by one stage each.",The user coils up and concentrates. This raises its Attack and Defense stats as well as its accuracy.
525,Dragon Tail,60,90,10,16,,1,"Inflicts regular damage, then switches the target out for another of its trainer’s Pokémon, selected at random.  If the target is under the effect of ingrain or suction cups, or it has a substitute, or its Trainer has no more usable Pokémon, it will not be switched out.  If the target is a wild Pokémon, the battle ends instead.","The user knocks away the target and drags out another Pokémon in its party. In the wild, the battle ends."
679,Lunge,80,100,15,7,100,1,Inflicts regular damage.  Lowers the target’s Attack by one stage.,"The user makes a lunge at the target, attacking with full force. This also lowers the target’s Attack stat."
49,Sonic Boom,,90,20,1,,2,Inflicts exactly 20 damage.,Always inflicts 20HP damage.
493,Simple Beam,,100,15,1,,3,Changes the target’s ability to simple.,The user’s mysterious psychic wave changes the target’s Ability to Simple.
12,Guillotine,,30,5,1,,1,"Inflicts damage equal to the target’s max HP.  Ignores accuracy and evasion modifiers.  This move’s accuracy is 30% plus 1% for each level the user is higher than the target.  If the user is a lower level than the target, this move will fail.  Because this move inflicts a specific and finite amount of damage, endure still prevents the target from fainting.  The effects of lock on, mind reader, and no guard still apply, as long as the user is equal or higher level than the target.  However, they will not give this move a chance to break through detect or protect.","A one-hit KO, pincer attack."
292,Arm Thrust,15,100,20,2,,1,"Inflicts regular damage.  Hits 2–5 times in one turn.  Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",Straight-arm punches that strike the foe 2 to 5 times.
591,Diamond Storm,100,95,5,6,50,1,Inflicts regular damage.  Has a $effect_chance% chance to raise the user’s Defense by two stages for each target hit.,The user whips up a storm of diamonds to damage opposing Pokémon. This may also raise the user’s Defense stat.
247,Shadow Ball,80,100,15,8,20,2,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Defense by one stage.,An attack that may lower SPCL.DEF.
747,Stuff Cheeks,,,10,1,100,3,"Inflicts regular damage, then (if successful) removes major status effects from every Pokémon in the user’s party.","The user eats its held Berry, then sharply raises its Defense stat."
463,Magma Storm,100,75,5,10,100,2,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.  Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.  rapid spin cancels this effect.",The foe becomes trapped within a maelstrom of fire that rages for two to five turns.
33,Tackle,40,100,35,1,,1,Inflicts regular damage.,A full-body charge attack.
409,Drain Punch,75,100,10,2,,1,Inflicts regular damage.  Drains half the damage inflicted to heal the user.,An energy-draining punch. The user’s HP is restored by half the damage taken by the target.
17,Wing Attack,60,100,35,3,,1,Inflicts regular damage.,Strikes the target with wings.
675,Throat Chop,80,100,15,17,100,1,"Inflicts regular damage.  Silences the target for two turns, preventing it from using any sound-based moves.","The user attacks the target’s throat, and the resultant suffering prevents the target from using moves that emit sound for two turns."
265,Smelling Salts,70,100,10,1,,1,"Inflicts regular damage.  If the target is paralyzed, this move has double power, and the target is cured of its paralysis.","Powerful against paralyzed foes, but also heals them."
873,Raging Bull,90,100,10,1,,1,,"The user performs a tackle like a raging bull. This move's type depends on the user's form. It can also break barriers, such as Light Screen and Reflect."
83,Fire Spin,35,85,15,10,100,2,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.  Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.  rapid spin cancels this effect.",Traps foe in fire for 2-5 turns.
89,Earthquake,100,100,10,5,,1,"Inflicts regular damage.  If the target is in the first turn of dig, this move will hit with double power.",Tough but useless vs. flying foes.
487,Soak,,100,20,11,,3,"Changes the target to pure water-type until it leaves the field.  If the target has multitype, this move will fail.",The user shoots a torrent of water at the target and changes the target’s type to Water.
18,Whirlwind,,,20,1,,3,Switches the target out for another of its trainer’s Pokémon selected at random.  Wild battles end immediately.  Doesn’t affect Pokémon with suction cups or under the effect of ingrain.,Blows away the foe & ends battle.
611,Infestation,20,100,20,7,100,2,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.  Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.  rapid spin cancels this effect.",The target is infested and attacked for four to five turns. The target can’t flee during this time.
473,Psyshock,80,100,10,14,,2,"Inflicts regular damage.  Damage calculation always uses the target’s Defense, regardless of this move’s damage class.",The user materializes an odd psychic wave to attack the target. This attack does physical damage.
208,Milk Drink,,,5,1,,3,Heals the user for half its max HP.,Restores HP by 1/2 the max HP.
795,Eternabeam,160,90,5,16,,2,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",This is Eternatus’s most powerful attack in its original form. The user can’t move on the next turn.
271,Trick,,100,10,14,,3,"User and target permanently swap held items.  Works even if one of the Pokémon isn’t holding anything.  If either Pokémon is holding mail, this move will fail.  If either Pokémon has multitype or sticky hold, this move will fail.  If this move results in a Pokémon obtaining choice band, choice scarf, or choice specs, and that Pokémon was the latter of the pair to move this turn, then the move it used this turn becomes its chosen forced move.  This applies even if both Pokémon had a choice item before this move was used.  If the first of the two Pokémon gains a choice item, it may select whatever choice move it wishes next turn.  Neither the user nor the target can recover its item with recycle.  This move cannot be selected by assist or metronome.",Tricks the foe into trading held items.
334,Iron Defense,,,15,9,,3,Raises the user’s Defense by two stages.,Hardens the body’s surface to sharply raise DEFENSE.
299,Blaze Kick,85,90,10,10,10,1,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move. Has a $effect_chance% chance to burn the target.,A kick with a high critical- hit ratio. May cause a burn.
382,Me First,,,20,1,,3,"If the target has selected a damaging move this turn, the user will copy that move and use it against the target, with a 50% increase in power.  If the target moves before the user, this move will fail.  This move cannot be copied by mirror move, nor selected by assist, metronome, or sleep talk.",The user tries to cut ahead of the foe to steal and use the foe’s intended move with greater power.
614,Thousand Arrows,90,100,10,5,100,1,Inflicts regular damage.  Grounds the target until it leaves battle.  Ignores levitation effects and the immunity of flying-type Pokémon.,This move also hits opposing Pokémon that are in the air. Those Pokémon are knocked down to the ground.
30,Horn Attack,65,100,25,1,,1,Inflicts regular damage.,An attack using a horn to jab.
620,Dragon Ascent,120,100,5,3,100,1,"Inflicts regular damage, then lowers the user’s Defense and Special Defense by one stage each.","After soaring upward, the user attacks its target by dropping out of the sky at high speeds, although it lowers its own Defense and Sp. Def in the process."
859,Spin Out,100,100,5,9,,1,,"The user spins furiously by straining its legs, inflicting damage on the target. This also harshly lowers the user's Speed stat."
215,Heal Bell,,,5,1,,3,Removes major status effects and confusion from every Pokémon in the user’s party.,Eliminates all status problems.
273,Wish,,,10,1,,3,"At the end of the next turn, user will be healed for half its max HP.  If the user is switched out, its replacement will be healed instead for half of the user’s max HP.  If the user faints or is forcefully switched by roar or whirlwind, this effect will not activate.",A wish that restores HP. It takes time to work.
558,Fusion Flare,100,100,5,10,,2,"Inflicts regular damage.  If a friendly Pokémon used fusion bolt earlier this turn, this move has double power.",The user brings down a giant flame. This attack does greater damage when influenced by an enormous thunderbolt.
871,Torch Song,80,100,10,10,,2,,"The user blows out raging flames as if singing a song, scorching the target. This also boosts the user's Sp. Atk stat."
503,Scald,80,100,15,11,30,2,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,The user shoots boiling hot water at its target. It may also leave the target with a burn.
522,Struggle Bug,50,100,20,7,100,2,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Attack by one stage.,"While resisting, the user attacks the opposing Pokémon. The targets’ Sp. Atk stat is reduced."
178,Cotton Spore,,100,40,12,,3,Lowers the target’s Speed by two stages.,Sharply reduces the foe's SPEED.
378,Wring Out,,100,5,1,,2,"Inflicts regular damage.  Power directly relates to the target’s relative remaining HP, given by `1 + 120 * current HP / max HP`, to a maximum of 121.","The user powerfully wrings the foe. The more HP the foe has, the greater this attack’s power."
253,Uproar,90,100,10,1,,2,"Inflicts regular damage.  User is forced to use this move for 2–5 turns, selected at random.  All Pokémon on the field wake up, and none can fall to sleep until the lock-in ends.  Pokémon cannot use rest during this effect.  This move cannot be selected by sleep talk.",Causes an uproar for 2 to 5 turns and prevents sleep.
344,Volt Tackle,120,100,15,13,10,1,Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil.  Has a $effect_chance% chance to paralyze the target.,A life-risking tackle that slightly hurts the user.
608,Baby Doll Eyes,,100,30,18,,3,Lowers the target’s Attack by one stage.,"The user stares at the target with its baby-doll eyes, which lowers its Attack stat. This move always goes first."
432,Defog,,,15,3,,3,"Lowers the target’s evasion by one stage.  Clears away fog.  Removes the effects of mist, light screen, reflect, safeguard, spikes, stealth rock, and toxic spikes from the target’s side of the field.  If the target is protected by mist, it will prevent the evasion change, then be removed by this move.","Obstacles are moved, reducing the foe’s evasion stat. It can also be used to clear deep fog, etc."
785,Branch Poke,40,100,40,12,,1,Inflicts regular damage.,The user attacks the target by poking it with a sharply pointed branch.
667,High Horsepower,95,95,10,5,,1,Inflicts regular damage.,The user fiercely attacks the target using its entire body.
172,Flame Wheel,60,100,25,10,10,1,"Inflicts regular damage.  Has a $effect_chance% chance to burn the target.  Frozen Pokémon may use this move, in which case they will thaw.",An attack that may cause a burn.
791,Life Dew,,,10,11,,3,,The user scatters mysterious water around and restores the HP of itself and its ally Pokémon in the battle.
528,Wild Charge,90,100,15,13,,1,Inflicts regular damage.  User takes 1/4 the damage it inflicts in recoil.,The user shrouds itself in electricity and smashes into its target. It also damages the user a little.
220,Pain Split,,,20,1,,3,Changes the user’s and target’s remaining HP to the average of their current remaining HP.  Ignores accuracy and evasion modifiers.  This effect does not count as inflicting damage for other moves and effects that respond to damage taken.  This effect fails against a substitute.,Adds user & foe's HPs. Shares total.
674,Gear Up,,,20,9,,3,Raises the Attack and Special Attack of all friendly Pokémon with plus or minus by one stage.,The user engages its gears to raise the Attack and Sp. Atk stats of ally Pokémon with the Plus or Minus Ability.
744,Dynamax Cannon,100,100,5,16,,2,"Inflicts regular damage, then (if successful) sets light screen on the user’s side of the field.",The user unleashes a strong beam from its core. This move deals twice the damage if the target is Dynamaxed.
196,Icy Wind,55,95,15,15,100,2,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Speed by one stage.,An icy attack that lowers SPEED.
119,Mirror Move,,,20,3,,3,"Uses the last move targeted at the user by a Pokémon still on the field.  A move counts as targeting the user even if it hit multiple Pokémon, as long as the user was one of them; however, moves targeting the field itself do not count.  If the user has not been targeted by an appropriate move since entering the field, or if no Pokémon that targeted the user remains on the field, this move will fail.  Moves that failed, missed, had no effect, or were blocked are still copied.  Assist moves, time-delayed moves, “meta” moves that operate on other moves/Pokémon/abilities, and some other special moves cannot be copied and are ignored; if the last move to hit the user was such a move, the previous move will be used instead.  The full list of ignored moves is: acid armor, acupressure, after you, agility, ally switch, amnesia, aqua ring, aromatherapy, aromatic mist, assist, autotomize, barrier, baton pass, belch, belly drum, bide, bulk up, calm mind, camouflage, celebrate, charge, coil, conversion, conversion 2, copycat, cosmic power, cotton guard, counter, crafty shield, curse, defend order, defense curl, destiny bond, detect, doom desire, double team, dragon dance, electric terrain, endure, final gambit, flower shield, focus energy, focus punch, follow me, future sight, geomancy, grassy terrain, gravity, growth, grudge, guard split, hail, happy hour, harden, haze, heal bell, heal order, heal pulse, healing wish, helping hand, hold hands, hone claws, howl, imprison, ingrain, ion deluge, iron defense, kings shield, light screen, lucky chant, lunar dance, magic coat, magnet rise, magnetic flux, mat block, me first, meditate, metronome, milk drink, mimic, minimize, mirror coat, mirror move, mist, misty terrain, moonlight, morning sun, mud sport, nasty plot, nature power, perish song, power split, power trick, protect, psych up, quick guard, quiver dance, rage powder, rain dance, recover, recycle, reflect, reflect type, refresh, rest, rock polish, role play, roost, rototiller, safeguard, sandstorm, shadow blast, shadow bolt, shadow half, shadow rush, shadow shed, shadow sky, shadow storm, shadow wave, sharpen, shell smash, shift gear, sketch, slack off, sleep talk, snatch, soft boiled, spikes, spiky shield, spit up, splash, stealth rock, sticky web, stockpile, struggle, substitute, sunny day, swallow, swords dance, synthesis, tail glow, tailwind, teleport, toxic spikes, transform, water sport, wide guard, wish, withdraw and work up.  This move cannot be selected by assist, metronome, or sleep talk, nor forced by encore.",Counters with the same move.
688,Trop Kick,70,100,15,12,100,1,Inflicts regular damage.  Lowers the target’s Attack by one stage.,The user lands an intense kick of tropical origins on the target. This also lowers the target’s Attack stat.
433,Trick Room,,,5,14,,3,"For five turns (including this one), slower Pokémon will act before faster Pokémon.  Move priority is not affected.  Using this move when its effect is already active will end the effect.  Pokémon holding full incense, lagging tail, or quick claw and Pokémon with stall ignore this effect.",The user creates a bizarre area in which slower Pokémon get to move first for five turns.
15,Cut,50,95,30,1,,1,Inflicts regular damage.,"Cuts using claws, scythes, etc."
585,Moonblast,95,100,15,18,30,2,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Attack by one stage.,"Borrowing the power of the moon, the user attacks the target. This may also lower the target’s Sp. Atk stat."
359,Hammer Arm,100,90,10,2,100,1,"Inflicts regular damage, then lowers the user’s Speed by one stage.","The user swings and hits with its strong and heavy fist. It lowers the user’s Speed, however."
439,Rock Wrecker,150,90,5,6,,1,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.","The user launches a huge boulder at the foe to attack. It must rest on the next turn, however."
144,Transform,,,10,1,,3,"User copies the target’s species, weight, type, ability, calculated stats (except HP), and moves.  Copied moves will all have 5 PP remaining.  IVs are copied for the purposes of hidden power, but stats are not recalculated.  choice band, choice scarf, and choice specs stay in effect, and the user must select a new move.  This move cannot be copied by mirror move, nor forced by encore.",The user assumes the foe's guise.
775,Clangorous Soul,,100,5,16,100,3,,The user raises all its stats by using some of its HP.
111,Defense Curl,,,40,1,,3,"Raises user’s Defense by one stage.  After this move is used, the power of ice ball and rollout are doubled until the user leaves the field.",Heightens the user's DEFENSE.
501,Quick Guard,,,15,2,,3,"Moves with priority greater than 0 will not hit friendly Pokémon for the remainder of this turn.  If the user is last to act this turn, this move will fail.  This move cannot be selected by assist or metronome.","The user protects itself and its allies from priority moves. If used in succession, its chance of failing rises."
211,Steel Wing,70,90,25,9,10,1,Inflicts regular damage. Has a 10% chance to raise the user’s Defense one stage.,Stiff wings strike the foe.
82,Dragon Rage,,100,10,16,,2,Inflicts exactly 40 damage.,Always inflicts 40HP damage.
278,Recycle,,,10,1,,3,"User recovers the last item consumed by the user or a Pokémon in its position on the field.  The item must be used again before it can be recovered by this move again.  If the user is holding an item, this move fails.  Items taken or given away by covet, knock off, switcheroo, thief, or trick may not be recovered.",Recycles a used item for one more use.
479,Smack Down,50,100,15,6,100,1,"Inflicts regular damage.  Removes the target’s immunity to ground-type damage.  This effect removes any existing Ground immunity due to levitate, magnet rise, or telekinesis, and causes the target’s flying type to be ignored when it takes Ground damage.  If the target isn’t immune to Ground damage, this move will fail.  This move can hit Pokémon under the effect of bounce, fly, or sky drop, and ends the effect of Bounce or Fly.",The user throws a stone or projectile to attack an opponent. A flying Pokémon will fall to the ground when hit.
857,Jet Punch,60,100,15,11,,1,,The user summons a torrent around its fist and punches at blinding speed. This move always goes first.
185,Feint Attack,60,,20,17,,1,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,An attack that never misses.
577,Draining Kiss,50,100,10,18,,2,Deals regular damage.  Drains 75% of the damage inflicted to heal the user.,The user steals the target’s energy with a kiss. The user’s HP is restored by over half of the damage taken by the target.
583,Play Rough,90,90,10,18,10,1,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Attack by one stage.,The user plays rough with the target and attacks it. This may also lower the target’s Attack stat.
166,Sketch,,,1,1,,3,"Permanently replaces itself with the target’s last used move.  If that move is chatter or struggle, this move will fail.  This move cannot be copied by mimic or mirror move, nor selected by assist or metronome, nor forced by encore.",Copies the foe's move permanently.
180,Spite,,100,10,8,,3,"Lowers the PP of the target’s last used move by 4.  If the target hasn’t used a move since entering the field, if it tried to use a move this turn and failed, or if its last used move has 0 PP remaining, this move will fail.",Cuts the PP of the foe's last move.
242,Crunch,80,100,15,17,20,1,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Defense by one stage.,An attack that may lower SPCL.DEF.
705,Fleur Cannon,130,90,5,18,100,2,"Inflicts regular damage, then lowers the user’s Special Attack by two stages.",The user unleashes a strong beam. The attack’s recoil harshly lowers the user’s Sp. Atk stat.
491,Acid Spray,40,100,20,4,100,2,Inflicts regular damage.  Lowers the target’s Special Defense by two stages.,The user spits fluid that works to melt the target. This harshly reduces the target’s Sp. Def stat.
168,Thief,60,100,25,17,,1,"Inflicts regular damage.  If the target is holding an item and the user is not, the user will permanently take the item.  Damage is still inflicted if an item cannot be taken.  Pokémon with sticky hold or multitype are immune to the item theft effect.  The target cannot recover its item with recycle.  This move cannot be selected by assist or metronome.","While attacking, it may steal the foe’s held item."
860,Population Bomb,20,90,10,1,,1,,The user’s fellows gather in droves to perform a combo attack that hits the target one to ten times in a row.
540,Psystrike,100,100,10,14,,2,"Inflicts regular damage.  Damage calculation always uses the target’s Defense, regardless of this move’s damage class.",The user materializes an odd psychic wave to attack the target. This attack does physical damage.
48,Supersonic,,55,20,1,,3,Confuses the target.,Sound waves that cause confusion.
146,Dizzy Punch,70,100,10,1,20,1,Inflicts regular damage.  Has a $effect_chance% chance to confuse the target.,An attack that may cause confusion.
916,Supercell Slam,100,95,15,13,,1,,"The user electrifies its body and drops onto the target to inflict damage. If this move misses, the user takes damage instead."
