pokedex_number,name,hp,attack,defense,sp_attack,sp_defense,speed,height,weight,flavor_text
391,Monferno,64,78,52,78,52,81,0.9,22.0,"To intimidate attackers, it stretches the fire on its tail to make itself appear bigger."
392,Infernape,76,104,71,104,71,108,1.2,55.0,It uses a special kind of martial arts involving all its limbs. Its fire never goes out.
393,Piplup,53,51,53,61,56,40,0.4,5.2,"Because it is very proud, it hates accepting food from people. Its thick down guards it from cold."
394,Prinplup,64,66,68,81,76,50,0.8,23.0,"It lives alone, away from others. Apparently, every one of them believes it is the most important."
395,Empoleon,84,86,88,111,101,60,1.7,84.5,The three horns that extend from its beak attest to its power. The leader has the biggest horns.
396,Starly,40,55,30,30,30,60,0.3,2.0,"They flock in great numbers. Though small, they flap their wings with great power."
397,Staravia,55,75,50,40,40,80,0.6,15.5,It flies around forests and fields in search of bug Pokémon. It stays within a huge flock.
398,Staraptor,85,120,70,50,60,100,1.2,24.9,It has a savage nature. It will courageously challenge foes that are much larger.
399,Bidoof,59,45,40,35,40,31,0.5,20.0,"With nerves of steel, nothing can perturb it. It is more agile and active than it appears."
400,Bibarel,79,85,60,55,60,71,1.0,31.5,It makes its nest by damming streams with bark and mud. It is known as an industrious worker.
401,Kricketot,37,25,41,25,41,25,0.3,2.2,"It shakes its head back to front, causing its antennae to hit each other and sound like a xylophone."
402,Kricketune,77,85,51,55,51,65,1.0,25.5,It crosses its knifelike arms in front of its chest when it cries. It can compose melodies ad lib.
403,Shinx,45,65,34,40,34,45,0.5,9.5,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.
404,Luxio,60,85,49,60,49,60,0.9,30.5,Its claws loose electricity with enough amperage to cause fainting. They live in small groups.
405,Luxray,80,120,79,95,79,70,1.4,42.0,It has eyes that can see through anything. It spots and captures prey hiding behind objects.
406,Budew,40,30,35,50,70,55,0.2,1.2,"Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen."
407,Roserade,60,70,65,125,105,90,0.9,14.5,"It attracts prey with a sweet aroma, then downs it with thorny whips hidden in its arms."
408,Cranidos,67,125,40,30,30,58,0.9,31.5,It lived in jungles around 100 million years ago. Its skull is as hard as iron.
409,Rampardos,97,165,60,65,50,58,1.6,102.5,Its powerful head butt has enough power to shatter even the most durable things upon impact.
410,Shieldon,30,42,118,42,88,30,0.5,57.0,A Pokémon that lived in jungles around 100 million years ago. Its facial hide is extremely hard.
411,Bastiodon,60,52,168,47,138,30,1.3,149.5,Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.
412,Burmy,40,29,45,29,45,36,0.2,3.4,"To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves."
413,Wormadam,60,59,85,79,105,36,0.5,6.5,"When BURMY evolved, its cloak became a part of this Pokémon’s body. The cloak is never shed."
414,Mothim,70,94,50,94,50,66,0.9,23.3,It loves the honey of flowers and steals honey collected by COMBEE.
415,Combee,30,30,42,30,42,70,0.3,5.5,A Pokémon formed by three others. It busily carries sweet floral honey to VESPIQUEN.
416,Vespiquen,70,80,102,80,102,40,1.2,38.5,Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by COMBEE.
417,Pachirisu,60,45,70,45,90,95,0.4,3.9,It makes fur balls that crackle with static electricity. It stores them with berries in tree holes.
418,Buizel,55,65,35,60,30,85,0.7,29.5,It has a flotation sac that is like an inflatable collar. It floats on water with its head out.
419,Floatzel,85,105,55,85,50,115,1.1,33.5,It floats using its well-developed flotation sac. It assists in the rescues of drowning people.
420,Cherubi,45,35,45,62,53,35,0.4,3.3,"The small ball holds the nutrients needed for evolution. Apparently, it is very sweet and tasty."
421,Cherrim,70,60,70,87,78,85,0.5,9.3,It blooms during times of strong sunlight. It tries to make up for everything it endured as a bud.
422,Shellos,76,48,48,57,62,34,0.3,6.3,"Its colors and shapes differ from region to region. In the Sinnoh region, two types are confirmed."
423,Gastrodon,111,83,68,92,82,39,0.9,29.9,"It has a pliable body without any bones. If any part of its body is torn off, it grows right back."
424,Ambipom,75,100,66,60,66,115,1.2,20.3,"To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now."
425,Drifloon,90,50,34,60,44,70,0.4,1.2,"A Pokémon formed by the spirits of people and Pokémon. It loves damp, humid seasons."
426,Drifblim,150,80,44,90,54,80,1.2,15.0,"At dusk, swarms of them are carried aloft on winds. When noticed, they suddenly vanish."
427,Buneary,55,66,44,44,56,85,0.4,5.5,It slams foes by sharply uncoiling its rolled ears. It stings enough to make a grown-up cry in pain.
428,Lopunny,65,76,84,54,96,105,1.2,33.3,An extremely cautious Pokémon. It cloaks its body with its fluffy ear fur when it senses danger.
429,Mismagius,60,60,60,105,105,105,0.9,4.4,Its cries sound like incantations. Those hearing it are tormented by headaches and hallucinations.
430,Honchkrow,100,125,52,105,52,71,0.9,27.3,"Becoming active at night, it is known to swarm with numerous MURKROW in tow."
431,Glameow,49,55,42,42,37,85,0.5,3.9,It claws if displeased and purrs when affectionate. Its fickleness is very popular among some.
432,Purugly,71,82,64,64,59,112,1.0,43.8,It is a brazen brute that barges its way into another Pokémon’s nest and claims it as its own.
433,Chingling,45,30,50,65,50,45,0.2,0.6,It emits cries by agitating an orb at the back of its throat. It moves with flouncing hops.
434,Stunky,63,63,47,41,41,74,0.4,19.2,It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.
435,Skuntank,103,93,67,71,61,84,1.0,38.0,It sprays a vile-smelling fluid from the tip of its tail to attack. Its range is over 160 feet.
436,Bronzor,57,24,86,24,86,23,0.5,60.5,Implements shaped like it were discovered in ancient tombs. It is unknown if they are related.
437,Bronzong,67,89,116,79,116,33,1.3,187.0,"One caused a news sensation when it was dug up at a construction site after a 2,000-year sleep."
438,Bonsly,50,80,95,10,45,10,0.5,15.0,It looks as if it is always crying. It is actually adjusting its body’s fluid levels by eliminating excess.
439,Mime Jr,20,25,45,70,90,60,0.6,13.0,"It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this Pokémon."
440,Happiny,100,5,5,15,65,30,0.6,24.4,It loves round white things. It carries an egg-shaped rock in imitation of CHANSEY.
441,Chatot,76,65,45,92,42,91,0.5,1.9,"It can learn and speak human words. If they gather, they all learn the same saying."
442,Spiritomb,50,92,108,92,108,35,1.0,108.0,A Pokémon that was formed by 108 spirits. It is bound to a fissure in an odd keystone.
443,Gible,58,70,45,40,45,42,0.7,20.5,"It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close."
444,Gabite,68,90,65,50,55,82,1.4,56.0,There is a long-held belief that medicine made from its scales will heal even incurable illnesses.
445,Garchomp,108,130,95,80,85,102,1.9,95.0,"When it folds up its body and extends its wings, it looks like a jet plane. It flies at sonic speed."
446,Munchlax,135,85,40,40,85,5,0.6,105.0,"It wolfs down its weight in food once a day, swallowing food whole with almost no chewing."
447,Riolu,40,70,40,35,40,60,0.7,20.2,The aura that emanates from its body intensifies to alert others if it is afraid or sad.
448,Lucario,70,110,70,115,70,90,1.2,54.0,It has the ability to sense the auras of all things. It understands human speech.
449,Hippopotas,68,72,78,38,42,32,0.8,49.5,"It lives in arid places. Instead of perspiration, it expels grainy sand from its body."
450,Hippowdon,108,112,118,68,72,47,2.0,300.0,It blasts internally stored sand from ports on its body to create a towering twister for attack.
451,Skorupi,40,50,90,30,55,65,0.8,12.0,It grips prey with its tail claws and injects poison. It tenaciously hangs on until the poison takes.
452,Drapion,70,90,110,60,75,95,1.3,61.5,It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.
453,Croagunk,48,61,40,61,40,50,0.7,23.0,Its cheeks hold poison sacs. It tries to catch foes off guard to jab them with toxic fingers.
454,Toxicroak,83,106,65,86,65,85,1.3,44.4,Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.
455,Carnivine,74,100,72,90,72,46,1.4,27.0,"It attracts prey with its sweet- smelling saliva, then chomps down. It takes a whole day to eat prey."
456,Finneon,49,49,56,49,61,66,0.4,7.0,"After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives."
457,Lumineon,69,69,76,69,86,91,1.2,24.0,It lives on the deep-sea floor. It attracts prey by flashing the patterns on its four tail fins.
458,Mantyke,45,20,50,60,120,50,1.0,65.0,A friendly Pokémon that captures the subtle flows of seawater using its two antennae.
459,Snover,60,62,50,62,60,40,1.0,50.5,"It lives on snowy mountains. Having had little contact with humans, it is boldly inquisitive."
460,Abomasnow,90,92,75,92,85,60,2.2,135.5,It whips up blizzards in mountains that are always buried in snow. It is the abominable snowman.
461,Weavile,70,120,65,45,85,125,1.1,34.0,"They live in cold regions, forming groups of four or five that hunt prey with impressive coordination."
462,Magnezone,70,70,115,130,90,60,1.2,180.0,It evolved from exposure to a special magnetic field. Three units generate magnetism.
463,Lickilicky,110,85,95,80,95,50,1.7,140.0,It wraps things with its extensible tongue. Getting too close to it will leave you soaked with drool.
464,Rhyperior,115,140,130,55,55,40,2.4,282.8,It puts rocks in holes in its palms and uses its muscles to shoot them. GEODUDE are shot at rare times.
465,Tangrowth,100,100,125,110,50,50,2.0,128.6,It ensnares prey by extending arms made of vines. Losing arms to predators does not trouble it.
466,Electivire,75,123,67,95,85,95,1.8,138.6,"As its electric charge amplifies, blue sparks begin to crackle between its horns."
467,Magmortar,75,95,67,125,95,83,1.6,68.0,"It blasts fireballs of over 3,600 degrees F from the ends of its arms. It lives in volcanic craters."
468,Togekiss,85,50,95,120,115,80,1.5,38.0,It will never appear where there is strife. Its sightings have become rare recently.
469,Yanmega,86,76,86,116,56,95,1.9,51.5,"By churning its wings, it creates shock waves that inflict critical internal injuries to foes."
470,Leafeon,65,110,130,60,65,95,1.0,25.5,"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air."
471,Glaceon,65,60,110,130,95,65,0.8,25.9,"As a protective technique, it can completely freeze its fur to make its hairs stand like needles."
472,Gliscor,75,95,125,45,75,95,2.0,42.5,"It observes prey while hanging inverted from branches. When the chance presents itself, it swoops!"
473,Mamoswine,110,130,80,70,60,80,2.5,291.0,Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.
474,Porygon Z,85,80,70,135,75,90,0.9,34.0,"Additional software was installed to make it a better Pokémon. It began acting oddly, however."
475,Gallade,68,125,65,65,115,80,1.6,52.0,"A master of courtesy and swordsmanship, it fights using extending swords on its elbows."
476,Probopass,60,55,145,75,150,40,1.4,340.0,It freely controls three small units called Mini-Noses using magnetic force.
477,Dusknoir,45,100,135,65,135,45,2.2,106.6,The antenna on its head captures radio waves from the world of spirits that command it to take people there.
478,Froslass,70,80,70,80,70,110,1.3,26.6,It freezes foes with an icy breath nearly -60 degrees F. What seems to be its body is actually hollow.
479,Rotom,50,50,77,95,77,91,0.3,0.3,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.
480,Uxie,75,75,130,75,130,95,0.3,0.3,Known as “The Being of Knowledge.” It is said that it can wipe out the memory of those who see its eyes.
481,Mesprit,80,105,105,105,105,80,0.3,0.3,"Known as “The Being of Emotion.” It taught humans the nobility of sorrow, pain, and joy."
482,Azelf,75,125,70,125,70,115,0.3,0.3,Known as “The Being of Willpower.” It sleeps at the bottom of a lake to keep the world in balance.
483,Dialga,100,120,120,150,100,90,5.4,683.0,It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.
484,Palkia,90,120,100,150,120,100,4.2,336.0,It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.
485,Heatran,91,90,106,130,106,77,1.7,430.0,It dwells in volcanic caves. It digs in with its cross-shaped feet to crawl on ceilings and walls.
486,Regigigas,110,160,110,80,110,100,3.7,420.0,There is an enduring legend that states this Pokémon towed continents with ropes.
487,Giratina,150,100,120,100,120,90,4.5,750.0,A Pokémon that is said to live in a world on the reverse side of ours. It appears in an ancient cemetery.
488,Cresselia,120,70,110,75,120,85,1.5,85.6,Shiny particles are released from its wings like a veil. It is said to represent the crescent moon.
489,Phione,80,80,80,80,80,80,0.4,3.1,"It drifts in warm seas. It always returns to where it was born, no matter how far it may have drifted."
490,Manaphy,100,100,100,100,100,100,0.3,1.4,"Born on a cold seafloor, it will swim great distances to return to its birthplace."
491,Darkrai,70,90,90,135,90,125,1.5,50.5,It can lull people to sleep and make them dream. It is active during nights of the new moon.
492,Shaymin,100,100,100,100,100,100,0.2,2.1,It lives in flower patches and avoids detection by curling up to look like a flowering plant.
493,Arceus,120,120,120,120,120,120,3.2,320.0,"It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms."
494,Victini,100,100,100,100,100,100,0.4,4.0,"This Pokémon brings victory. It is said that Trainers with Victini always win, regardless of the type of encounter."
495,Snivy,45,45,55,45,55,63,0.6,8.1,It is very intelligent and calm. Being exposed to lots of sunlight makes its movements swifter.
496,Servine,60,60,75,60,75,83,0.8,16.0,"It moves along the ground as if sliding. Its swift movements befuddle its foes, and it then attacks with a vine whip."
497,Serperior,75,75,95,75,95,113,3.3,63.0,It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.
498,Tepig,65,63,45,45,45,45,0.5,9.9,It can deftly dodge its foe’s attacks while shooting fireballs from its nose. It roasts berries before it eats them.
499,Pignite,90,93,55,70,55,55,1.0,55.5,"When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke."
500,Emboar,110,123,65,100,65,65,1.6,150.0,It can throw a fire punch by setting its fists on fire with its fiery chin. It cares deeply about its friends.
501,Oshawott,55,55,45,63,45,45,0.5,5.9,"It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing."
502,Dewott,75,75,60,83,60,60,0.8,24.5,Strict training is how it learns its flowing double-scalchop technique.
503,Samurott,95,100,85,108,70,70,1.5,94.6,One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.
504,Patrat,45,55,39,35,39,42,0.5,11.6,"Using food stored in cheek pouches, they can keep watch for days. They use their tails to communicate with others."
505,Watchog,60,85,69,60,69,77,1.1,27.0,"When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches."
506,Lillipup,45,60,45,25,45,55,0.4,4.1,"It faces strong opponents with great courage. But, when at a disadvantage in a fight, this intelligent Pokémon flees."
507,Herdier,65,80,65,35,65,60,0.9,14.7,"It has black, cape-like fur that is very hard and decreases the amount of damage it receives."
508,Stoutland,85,110,90,45,90,80,1.2,61.0,It rescues people stranded by blizzards in the mountains. Its shaggy fur shields it from the cold.
509,Purrloin,41,50,37,50,37,66,0.4,10.1,"They steal from people for fun, but their victims can’t help but forgive them. Their deceptively cute act is perfect."
510,Liepard,64,88,50,88,50,106,1.1,37.5,These Pokémon vanish and appear unexpectedly. Many Trainers are drawn to their beautiful form and fur.
511,Pansage,50,53,48,53,48,64,0.6,10.5,This Pokémon dwells deep in the forest. Eating a leaf from its head whisks weariness away as if by magic.
512,Simisage,75,98,63,98,63,101,1.1,30.5,"Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter."
513,Pansear,50,53,48,53,48,64,0.6,11.0,"When it is angered, the temperature of its head tuft reaches 600° F. It uses its tuft to roast berries."
514,Simisear,75,98,63,98,63,101,1.0,28.0,It loves sweets because they become energy for the fire burning inside its body.
515,Panpour,50,53,48,53,48,64,0.6,13.5,The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.
516,Simipour,75,98,63,98,63,101,1.0,29.0,"The tuft on its head holds water. When the level runs low, it replenishes the tuft by siphoning up water with its tail."
517,Munna,76,25,45,67,55,24,0.6,23.3,Munna always float in the air. People whose dreams are eaten by them forget what the dreams had been about.
518,Musharna,116,55,85,107,95,29,1.1,60.5,The mist emanating from their foreheads is packed with the dreams of people and Pokémon.
519,Pidove,50,55,50,36,30,43,0.3,2.1,"Each follows its Trainer’s orders as best it can, but they sometimes fail to understand complicated commands."
520,Tranquill,62,77,62,50,42,65,0.6,15.0,It can return to its Trainer’s location regardless of the distance separating them.
521,Unfezant,80,115,80,65,55,93,1.2,29.0,Males swing their head plumage to threaten opponents. The females’ flying abilities surpass those of the males.
522,Blitzle,45,60,32,50,32,76,0.8,29.8,"When thunderclouds cover the sky, it will appear. It can catch lightning with its mane and store the electricity."
523,Zebstrika,75,100,63,80,63,116,1.6,79.5,"They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates."
524,Roggenrola,55,75,85,25,25,15,0.4,18.0,"Its ear is hexagonal in shape. Compressed underground, its body is as hard as steel."
525,Boldore,70,105,105,50,40,20,0.9,102.0,"When it overflows with power, the orange crystal on its body glows. It looks for underground water in caves."
526,Gigalith,85,135,130,60,80,25,1.7,260.0,Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain.
527,Woobat,65,45,43,55,43,72,0.4,2.1,Its habitat is dark forests and caves. It emits ultrasonic waves from its nose to learn about its surroundings.
528,Swoobat,67,57,55,77,55,114,0.9,10.5,"It emits sound waves of various frequencies from its nose, including some powerful enough to destroy rocks."
529,Drilbur,60,85,40,30,45,68,0.3,8.5,It can dig through the ground at a speed of 30 mph. It could give a car running aboveground a good race.
530,Excadrill,110,135,60,50,65,88,0.7,40.4,It can help in tunnel construction. Its drill has evolved into steel strong enough to bore through iron plates.
531,Audino,103,60,86,60,86,50,1.1,31.0,"It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling."
532,Timburr,75,80,55,25,35,35,0.6,12.5,It fights by swinging a piece of lumber around. It is close to evolving when it can handle the lumber without difficulty.
533,Gurdurr,85,105,85,40,50,40,1.2,40.0,This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.
534,Conkeldurr,105,140,95,55,65,45,1.4,87.0,"It is thought that Conkeldurr taught humans how to make concrete more than 2,000 years ago."
535,Tympole,50,50,40,50,40,64,0.5,4.5,They warn others of danger by vibrating their cheeks to create a high-pitched sound.
536,Palpitoad,75,65,55,65,55,69,0.8,17.0,"When they vibrate the bumps on their heads, they can make waves in water or earthquake-like vibrations on land."
537,Seismitoad,105,95,75,85,75,74,1.5,62.0,They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.
538,Throh,120,100,85,30,85,45,1.3,55.5,"When it tightens its belt, it becomes stronger. Wild Throh use vines to weave their own belts."
539,Sawk,75,125,75,30,75,85,1.4,51.0,The sound of Sawk punching boulders and trees can be heard all the way from the mountains where they train.
540,Sewaddle,45,53,70,40,60,42,0.3,2.5,Leavanny dress it in clothes they made for it when it hatched. It hides its head in its hood while it is sleeping.
541,Swadloon,55,63,90,50,80,42,0.5,7.3,Forests where Swadloon live have superb foliage because the nutrients they make from fallen leaves nourish the plant life.
542,Leavanny,75,103,80,70,80,92,1.2,20.5,"Upon finding a small Pokémon, it weaves clothing for it from leaves, using the cutters on its arms and sticky silk."
543,Venipede,30,45,59,30,39,57,0.4,5.3,"Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it."
544,Whirlipede,40,55,99,40,79,47,1.2,58.5,"Protected by a hard shell, it spins its body like a wheel and crashes furiously into its enemies."
545,Scolipede,60,100,89,55,69,112,2.5,200.5,"With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails."
546,Cottonee,40,27,60,37,50,66,0.3,0.6,"When attacked, it escapes by shooting cotton from its body. The cotton serves as a decoy to distract the attacker."
547,Whimsicott,60,67,85,77,75,116,0.7,6.6,"Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind."
548,Petilil,45,35,50,70,50,30,0.5,6.6,The leaves on its head are very bitter. Eating one of these leaves is known to refresh a tired body.
549,Lilligant,70,60,75,110,75,90,1.1,16.3,Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokémon is popular with celebrities.
550,Basculin,70,92,65,80,55,98,1.0,18.0,"Red and blue Basculin get along so poorly, they’ll start fighting instantly. These Pokémon are very hostile."
551,Sandile,50,72,35,35,35,65,0.7,15.2,They live buried in the sands of the desert. The sun-warmed sands prevent their body temperature from dropping.
552,Krokorok,60,82,45,45,45,74,1.0,33.4,They live in groups of a few individuals. Protective membranes shield their eyes from sandstorms.
553,Krookodile,95,117,80,65,70,92,1.5,96.3,"They never allow prey to escape. Their jaws are so powerful, they can crush the body of an automobile."
554,Darumaka,70,90,45,15,45,50,0.6,37.5,"When its internal fire is burning, it cannot calm down and it runs around. When the fire diminishes, it falls asleep."
555,Darmanitan,105,140,55,30,55,95,1.3,92.9,"Its internal fire burns at 2,500° F, making enough power that it can destroy a dump truck with one punch."
556,Maractus,75,86,67,106,67,60,1.0,28.0,It uses an up-tempo song and dance to drive away the bird Pokémon that prey on its flower seeds.
557,Dwebble,50,65,85,35,35,55,0.3,14.5,This Pokémon can easily melt holes in hard rocks with a liquid secreted from its mouth.
558,Crustle,70,105,125,65,75,45,1.4,200.0,"Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle."
559,Scraggy,50,75,70,35,70,48,0.6,11.8,"Its skin has a rubbery elasticity, so it can reduce damage by defensively pulling its skin up to its neck."
560,Scrafty,65,90,115,45,115,58,1.1,30.0,Groups of them beat up anything that enters their territory. Each can spit acidic liquid from its mouth.
561,Sigilyph,72,58,80,103,80,97,1.4,14.0,"They never vary the route they fly, because their memories of guarding an ancient city remain steadfast."
562,Yamask,38,30,85,55,65,30,0.5,1.5,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.
563,Cofagrigus,58,50,145,95,105,30,1.7,76.5,It has been said that they swallow those who get too close and turn them into mummies. They like to eat gold nuggets.
564,Tirtouga,54,78,103,53,45,22,0.7,16.5,"Restored from a fossil, this Pokémon can dive to depths beyond half a mile."
565,Carracosta,74,108,133,83,65,32,1.2,81.0,They can live both in the ocean and on land. A slap from one of them is enough to open a hole in the bottom of a tanker.
566,Archen,55,112,45,74,45,70,0.5,9.5,"Said to be an ancestor of bird Pokémon, they were unable to fly and moved about by hopping from one branch to another."
567,Archeops,75,140,65,112,65,110,1.4,32.0,"They are intelligent and will cooperate to catch prey. From the ground, they use a running start to take flight."
568,Trubbish,50,50,62,40,62,65,0.6,31.0,Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.
569,Garbodor,80,95,82,60,82,75,1.9,107.3,It clenches opponents with its left arm and finishes them off with foul-smelling poison gas belched from its mouth.
570,Zorua,40,65,40,80,40,65,0.7,12.5,"It changes into the forms of others to surprise them. Apparently, it often transforms into a silent child."
571,Zoroark,60,105,60,120,60,105,1.6,81.1,Bonds between these Pokémon are very strong. It protects the safety of its pack by tricking its opponents.
572,Minccino,55,50,40,40,40,75,0.4,5.8,"They greet one another by rubbing each other with their tails, which are always kept well groomed and clean."
573,Cinccino,75,95,60,65,60,115,0.5,7.5,Their white fur is coated in a special oil that makes it easy for them to deflect attacks.
574,Gothita,45,30,50,55,65,45,0.4,5.8,Their ribbonlike feelers increase their psychic power. They are always staring at something.
575,Gothorita,60,45,70,75,85,55,0.7,18.0,They use hypnosis to control people and Pokémon. Tales of Gothorita leading people astray are told in every corner.
576,Gothitelle,70,55,95,95,110,65,1.5,44.0,Starry skies thousands of light-years away are visible in the space distorted by their intense psychic power.
577,Solosis,45,30,40,105,50,20,0.3,1.0,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.
578,Duosion,65,40,50,125,60,30,0.6,8.0,"Since they have two divided brains, at times they suddenly try to take two different actions at once."
579,Reuniclus,110,65,75,125,85,30,1.0,20.1,"When Reuniclus shake hands, a network forms between their brains, increasing their psychic power."
580,Ducklett,62,44,50,44,50,55,0.5,5.5,These bird Pokémon are excellent divers. They swim around in the water eating their favorite food--peat moss.
581,Swanna,75,87,63,87,63,98,1.3,24.2,Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.
582,Vanillite,36,50,50,65,60,44,0.4,5.7,The temperature of their breath is -58° F. They create snow crystals and make snow fall in the areas around them.
583,Vanillish,51,65,65,80,75,59,1.1,41.0,"Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas."
584,Vanilluxe,71,95,85,110,95,79,1.3,57.5,"Swallowing large amounts of water, they make snow clouds inside their bodies and attack their foes with violent blizzards."
585,Deerling,60,60,50,40,50,75,0.6,19.5,"The color and scent of their fur changes to match the mountain grass. When they sense hostility, they hide in the grass."
586,Sawsbuck,80,100,70,60,70,95,1.9,92.5,They migrate according to the seasons. People can tell the season by looking at Sawsbuck’s horns.
587,Emolga,55,75,60,75,60,103,0.4,5.0,The energy made in its cheeks’ electric pouches is stored inside its membrane and released while it is gliding.
588,Karrablast,50,75,45,40,45,60,0.5,5.9,These mysterious Pokémon evolve when they receive electrical stimulation while they are in the same place as Shelmet.
589,Escavalier,70,135,105,60,105,20,1.0,33.0,"They fly around at high speed, striking with their pointed spears. Even when in trouble, they face opponents bravely."
590,Foongus,69,55,45,55,55,15,0.2,1.0,"It lures people in with its Poké Ball pattern, then releases poison spores. Why it resembles a Poké Ball is unknown."
591,Amoonguss,114,85,70,85,80,30,0.6,10.5,"It lures prey close by dancing and waving its arm caps, which resemble Poké Balls, in a swaying motion."
592,Frillish,55,40,50,65,85,40,1.2,33.0,"With its thin, veil-like arms wrapped around the body of its opponent, it sinks to the ocean floor."
593,Jellicent,100,60,70,85,105,60,2.2,135.0,"The fate of the ships and crew that wander into Jellicent’s habitat: all sunken, all lost, all vanished."
594,Alomomola,165,75,80,40,45,65,1.2,31.6,The special membrane enveloping Alomomola has the ability to heal wounds.
595,Joltik,50,47,50,57,50,65,0.1,0.6,Joltik that live in cities have learned a technique for sucking electricity from the outlets in houses.
596,Galvantula,70,77,60,97,60,108,0.8,14.3,"When attacked, they create an electric barrier by spitting out many electrically charged threads."
597,Ferroseed,44,50,91,24,86,10,0.6,18.8,"When threatened, it attacks by shooting a barrage of spikes, which gives it a chance to escape by rolling away."
598,Ferrothorn,74,94,131,54,116,20,1.0,110.0,It fights by swinging around its three spiky feelers. A hit from these steel spikes can reduce a boulder to rubble.
599,Klink,40,55,70,45,60,30,0.3,21.0,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.
600,Klang,60,80,95,70,85,50,0.6,51.0,"By changing the direction in which it rotates, it communicates its feelings to others. When angry, it rotates faster."
601,Klinklang,60,100,115,70,85,90,0.6,81.0,The gear with the red core is rotated at high speed for a rapid energy charge.
602,Tynamo,35,55,40,45,40,60,0.2,0.3,"While one alone doesn’t have much power, a chain of many Tynamo can be as powerful as lightning."
603,Eelektrik,65,85,70,75,70,40,1.2,22.0,They coil around foes and shock them with electricity-generating organs that seem simply to be circular patterns.
604,Eelektross,85,115,80,105,80,50,2.1,80.5,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.
605,Elgyem,55,55,55,85,55,30,0.5,9.0,"It uses its strong psychic power to squeeze its opponent’s brain, causing unendurable headaches."
606,Beheeyem,75,75,75,125,95,40,1.0,34.5,"It can manipulate an opponent’s memory. Apparently, it communicates by flashing its three different-colored fingers."
607,Litwick,50,30,55,65,55,20,0.3,3.1,"Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns."
608,Lampent,60,40,60,95,60,55,0.6,13.0,"This ominous Pokémon is feared. Through cities it wanders, searching for the spirits of the fallen."
609,Chandelure,60,55,90,145,90,80,1.0,34.3,"It absorbs a spirit, which it then burns. By waving the flames on its arms, it puts its foes into a hypnotic trance."
610,Axew,46,87,60,30,40,57,0.6,18.0,They use their tusks to crush the berries they eat. Repeated regrowth makes their tusks strong and sharp.
611,Fraxure,66,117,70,40,50,67,1.0,36.0,"Since a broken tusk will not grow back, they diligently sharpen their tusks on river rocks after they’ve been fighting."
612,Haxorus,76,147,90,60,70,97,1.8,105.5,They are kind but can be relentless when defending territory. They challenge foes with tusks that can cut steel.
613,Cubchoo,55,70,40,60,40,40,0.5,8.5,"When it is not feeling well, its mucus gets watery and the power of its Ice-type moves decreases."
614,Beartic,95,130,80,70,80,50,2.6,260.0,"It can make its breath freeze at will. Very able in the water, it swims around in northern seas and catches prey."
